	drug_concept_id	concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason	_c0	_c1	_c7	_c8	_c9	_c11	_c12	_c13	_c14	_c16	_c17
148	1740226	1740226	cadexomer iodine	Drug	RxNorm	Ingredient	S	20012	1970-01-01	2099-12-31		20012	ENG	393717	393717	20012	RXNORM	IN	20012	cadexomer iodine	N	4096.0
149	1749083	1749083	ceftibuten	Drug	RxNorm	Ingredient	S	20492	1970-01-01	2099-12-31		20492	ENG	396807	396807	20492	RXNORM	IN	20492	ceftibuten	N	
150	19050375	19050375	ciprofibrate	Drug	RxNorm	Ingredient	S	21149	1970-01-01	2099-12-31		21149	ENG	399470	399470	21149	RXNORM	IN	21149	ciprofibrate	N	
151	950435	950435	citric acid	Drug	RxNorm	Ingredient	S	21183	1970-01-01	2099-12-31		21183	ENG	12252241	12252241	21183	RXNORM	IN	21183	citric acid	N	4096.0
152	19089408	19089408	dibrompropamidine	Drug	RxNorm	Ingredient	S	22865	1970-01-01	2099-12-31		22865	ENG	406784	406784	22865	RXNORM	IN	22865	dibrompropamidine	N	
153	19054875	19054875	dichlorobenzyl alcohol	Drug	RxNorm	Ingredient	S	22906	1970-01-01	2099-12-31		22906	ENG	406961	406961	22906	RXNORM	IN	22906	dichlorobenzyl alcohol	N	4096.0
154	990009	990009	dipivefrin	Drug	RxNorm	Ingredient	S	23410	1970-01-01	2099-12-31		23410	ENG	12252829	12252829	23410	RXNORM	IN	23410	dipivefrin	N	
155	19058933	19058933	erdosteine	Drug	RxNorm	Ingredient	S	24305	1970-01-01	2099-12-31		24305	ENG	1861288	1861288	24305	RXNORM	IN	24305	erdosteine	N	
156	19095285	19095285	ethanolamine oleate	Drug	RxNorm	Ingredient	S	24460	1970-01-01	2099-12-31		24460	ENG	413166	413166	24460	RXNORM	IN	24460	ethanolamine oleate	N	4096.0
157	19059630	19059630	ethyl linoleate	Drug	RxNorm	Ingredient	S	24522	1970-01-01	2099-12-31		24522	ENG	413485	413485	24522	RXNORM	IN	24522	ethyl linoleate	N	4096.0
158	19095703	19095703	fenbufen	Drug	RxNorm	Ingredient	S	24830	1970-01-01	2099-12-31		24830	ENG	414784	414784	24830	RXNORM	IN	24830	fenbufen	N	
159	996541	996541	fluocinolone	Drug	RxNorm	Ingredient	S	25126	1970-01-01	2099-12-31		25126	ENG	416081	416081	25126	RXNORM	IN	25126	fluocinolone	N	4096.0
160	1000772	1000772	granisetron	Drug	RxNorm	Ingredient	S	26237	1970-01-01	2099-12-31		26237	ENG	12252244	12252244	26237	RXNORM	IN	26237	granisetron	N	4096.0
161	501343	501343	hepatitis B immune globulin	Drug	RxNorm	Ingredient	S	26744	1970-01-01	2099-12-31		26744	ENG	2959865	2959865	26744	RXNORM	IN	26744	hepatitis B immune globulin	N	4096.0
162	19069076	19069076	hydroxyethyl cellulose	Drug	RxNorm	Ingredient	S	27244	1970-01-01	2099-12-31		27244	ENG	3715381	3715381	27244	RXNORM	IN	27244	hydroxyethyl cellulose	N	
163	1103518	1103518	isometheptene	Drug	RxNorm	Ingredient	S	27946	1970-01-01	2099-12-31		27946	ENG	430087	430087	27946	RXNORM	IN	27946	isometheptene	N	4096.0
164	19071236	19071236	lactitol	Drug	RxNorm	Ingredient	S	28395	1970-01-01	2099-12-31		28395	ENG	431866	431866	28395	RXNORM	IN	28395	lactitol	N	4096.0
165	1107830	1107830	loratadine	Drug	RxNorm	Ingredient	S	28889	1970-01-01	2099-12-31		28889	ENG	12252832	12252832	28889	RXNORM	IN	28889	loratadine	N	4096.0
166	1308216	1308216	lisinopril	Drug	RxNorm	Ingredient	S	29046	1970-01-01	2099-12-31		29046	ENG	12250571	12250571	29046	RXNORM	IN	29046	lisinopril	N	4096.0
167	908360	908360	magaldrate	Drug	RxNorm	Ingredient	S	29151	1970-01-01	2099-12-31		29151	ENG	434830	434830	29151	RXNORM	IN	29151	magaldrate	N	4096.0
168	19008994	19008994	mebeverine	Drug	RxNorm	Ingredient	S	29410	1970-01-01	2099-12-31		29410	ENG	435919	435919	29410	RXNORM	IN	29410	mebeverine	N	
169	19009057	19009057	menadiol	Drug	RxNorm	Ingredient	S	29491	1970-01-01	2099-12-31		29491	ENG	7234245	7234245	29491	RXNORM	IN	29491	menadiol	N	
170	19009145	19009145	mequitazine	Drug	RxNorm	Ingredient	S	29528	1970-01-01	2099-12-31		29528	ENG	436559	436559	29528	RXNORM	IN	29528	mequitazine	N	
171	1310756	1310756	moexipril	Drug	RxNorm	Ingredient	S	30131	1970-01-01	2099-12-31		30131	ENG	439009	439009	30131	RXNORM	IN	30131	moexipril	N	4096.0
172	1318011	1318011	oxaliplatin	Drug	RxNorm	Ingredient	S	32592	1970-01-01	2099-12-31		32592	ENG	447997	447997	32592	RXNORM	IN	32592	oxaliplatin	N	4096.0
173	19026134	19026134	poldine	Drug	RxNorm	Ingredient	S	33926	1970-01-01	2099-12-31		33926	ENG	453286	453286	33926	RXNORM	IN	33926	poldine	N	
174	19095275	19095275	potassium iodate	Drug	RxNorm	Ingredient	S	34312	1970-01-01	2099-12-31		34312	ENG	454590	454590	34312	RXNORM	IN	34312	potassium iodate	N	4096.0
175	19034726	19034726	sirolimus	Drug	RxNorm	Ingredient	S	35302	1970-01-01	2099-12-31		35302	ENG	12251686	12251686	35302	RXNORM	IN	35302	sirolimus	N	4096.0
176	935390	935390	resorcinol	Drug	RxNorm	Ingredient	S	35382	1970-01-01	2099-12-31		35382	ENG	459425	459425	35382	RXNORM	IN	35382	resorcinol	N	4096.0
177	735951	735951	riluzole	Drug	RxNorm	Ingredient	S	35623	1970-01-01	2099-12-31		35623	ENG	12250574	12250574	35623	RXNORM	IN	35623	riluzole	N	4096.0
178	938061	938061	selenium sulfide	Drug	RxNorm	Ingredient	S	36345	1970-01-01	2099-12-31		36345	ENG	3019800	3019800	36345	RXNORM	IN	36345	selenium sulfide	N	4096.0
179	938268	938268	sennosides, USP	Drug	RxNorm	Ingredient	S	36387	1970-01-01	2099-12-31		36387	ENG	3085130	3085130	36387	RXNORM	IN	36387	sennosides, USP	N	4096.0
180	939506	939506	sodium bicarbonate	Drug	RxNorm	Ingredient	S	36676	1970-01-01	2099-12-31		36676	ENG	12254556	12254556	36676	RXNORM	IN	36676	sodium bicarbonate	N	4096.0
181	19039877	19039877	sodium perborate	Drug	RxNorm	Ingredient	S	36702	1970-01-01	2099-12-31		36702	ENG	464303	464303	36702	RXNORM	IN	36702	sodium perborate	N	4096.0
182	19100440	19100440	terodiline	Drug	RxNorm	Ingredient	S	37815	1970-01-01	2099-12-31		37815	ENG	468920	468920	37815	RXNORM	IN	37815	terodiline	N	
183	19041933	19041933	tibolone	Drug	RxNorm	Ingredient	S	38260	1970-01-01	2099-12-31		38260	ENG	470740	470740	38260	RXNORM	IN	38260	tibolone	N	
184	19042445	19042445	tramazoline	Drug	RxNorm	Ingredient	S	38453	1970-01-01	2099-12-31		38453	ENG	471467	471467	38453	RXNORM	IN	38453	tramazoline	N	
185	19042550	19042550	triazulenone	Drug	RxNorm	Ingredient	S	38555	1970-01-01	2099-12-31		38555	ENG	471958	471958	38555	RXNORM	IN	38555	triazulenone	N	
186	543291	543291	varicella-zoster immune globulin	Drug	RxNorm	Ingredient	S	39385	1970-01-01	2099-12-31		39385	ENG	475303	475303	39385	RXNORM	IN	39385	varicella-zoster immune globulin	N	4096.0
187	944360	944360	zinc pyrithione	Drug	RxNorm	Ingredient	S	39952	1970-01-01	2099-12-31		39952	ENG	477316	477316	39952	RXNORM	IN	39952	zinc pyrithione	N	4096.0
188	19102109	19102109	zotepine	Drug	RxNorm	Ingredient	S	40003	1970-01-01	2099-12-31		40003	ENG	477655	477655	40003	RXNORM	IN	40003	zotepine	N	
189	1150770	1150770	astemizole	Drug	RxNorm	Ingredient	S	42328	1970-01-01	2099-12-31		42328	ENG	12252848	12252848	42328	RXNORM	IN	42328	astemizole	N	
190	1150871	1150871	misoprostol	Drug	RxNorm	Ingredient	S	42331	1970-01-01	2099-12-31		42331	ENG	12251688	12251688	42331	RXNORM	IN	42331	misoprostol	N	4096.0
191	750982	750982	bupropion	Drug	RxNorm	Ingredient	S	42347	1970-01-01	2099-12-31		42347	ENG	12252251	12252251	42347	RXNORM	IN	42347	bupropion	N	4096.0
192	751412	751412	fluvoxamine	Drug	RxNorm	Ingredient	S	42355	1970-01-01	2099-12-31		42355	ENG	12254561	12254561	42355	RXNORM	IN	42355	fluvoxamine	N	4096.0
193	1351541	1351541	leuprolide	Drug	RxNorm	Ingredient	S	42375	1970-01-01	2099-12-31		42375	ENG	12253999	12253999	42375	RXNORM	IN	42375	leuprolide	N	4096.0
194	1152134	1152134	aurothiomalate	Drug	RxNorm	Ingredient	S	42547	1970-01-01	2099-12-31		42547	ENG	12254564	12254564	42547	RXNORM	IN	42547	aurothiomalate	N	
195	1352890	1352890	dextran	Drug	RxNorm	Ingredient	S	42635	1970-01-01	2099-12-31		42635	ENG	12252852	12252852	42635	RXNORM	IN	42635	dextran	N	
196	19052936	19052936	edetate	Drug	RxNorm	Ingredient	S	42662	1970-01-01	2099-12-31		42662	ENG	5461285	5461285	42662	RXNORM	IN	42662	edetate	N	
197	1553610	1553610	levocarnitine	Drug	RxNorm	Ingredient	S	42955	1970-01-01	2099-12-31		42955	ENG	12251113	12251113	42955	RXNORM	IN	42955	levocarnitine	N	4096.0
198	957393	957393	aluminum chloride	Drug	RxNorm	Ingredient	S	46241	1970-01-01	2099-12-31		46241	ENG	507090	507090	46241	RXNORM	IN	46241	aluminum chloride	N	4096.0
199	958999	958999	carbamide peroxide	Drug	RxNorm	Ingredient	S	47686	1970-01-01	2099-12-31		47686	ENG	510689	510689	47686	RXNORM	IN	47686	carbamide peroxide	N	4096.0
200	19059482	19059482	cetalkonium chloride	Drug	RxNorm	Ingredient	S	47907	1970-01-01	2099-12-31		47907	ENG	3085100	3085100	47907	RXNORM	IN	47907	cetalkonium chloride	N	4096.0
201	19078126	19078126	sodium polystyrene sulfonate	Drug	RxNorm	Ingredient	S	56512	1970-01-01	2099-12-31		56512	ENG	12251122	12251122	56512	RXNORM	IN	56512	sodium polystyrene sulfonate	N	4096.0
202	979096	979096	zinc acetate	Drug	RxNorm	Ingredient	S	58295	1970-01-01	2099-12-31		58295	ENG	12251124	12251124	58295	RXNORM	IN	58295	zinc acetate	N	4096.0
203	981691	981691	imiquimod	Drug	RxNorm	Ingredient	S	59943	1970-01-01	2099-12-31		59943	ENG	556030	556030	59943	RXNORM	IN	59943	imiquimod	N	4096.0
204	1583722	1583722	exenatide	Drug	RxNorm	Ingredient	S	60548	2006-02-26	2099-12-31		60548	ENG	2382446	2382446	60548	RXNORM	IN	60548	exenatide	N	4096.0
205	19001305	19001305	diloxanide	Drug	RxNorm	Ingredient	S	67182	1970-01-01	2099-12-31		67182	ENG	12251702	12251702	67182	RXNORM	IN	67182	diloxanide	N	
206	1704183	1704183	lamivudine	Drug	RxNorm	Ingredient	S	68244	1970-01-01	2099-12-31		68244	ENG	12251704	12251704	68244	RXNORM	IN	68244	lamivudine	N	4096.0
207	1308473	1308473	tinzaparin	Drug	RxNorm	Ingredient	S	69646	1970-01-01	2099-12-31		69646	ENG	609274	609274	69646	RXNORM	IN	69646	tinzaparin	N	
208	19009705	19009705	lenograstim	Drug	RxNorm	Ingredient	S	70167	1970-01-01	2099-12-31		70167	ENG	610864	610864	70167	RXNORM	IN	70167	lenograstim	N	
209	711452	711452	benzoate	Drug	RxNorm	Ingredient	S	70589	2006-05-14	2099-12-31		70589	ENG	12254581	12254581	70589	RXNORM	IN	70589	benzoate	N	4096.0
210	19126536	19126536	oleate	Drug	RxNorm	Ingredient	S	70616	2006-05-14	2099-12-31		70616	ENG	12253417	12253417	70616	RXNORM	IN	70616	oleate	N	
211	19017742	19017742	febuxostat	Drug	RxNorm	Ingredient	S	73689	2009-03-01	2099-12-31		73689	ENG	2945694	2945694	73689	RXNORM	IN	73689	febuxostat	N	4096.0
212	720727	720727	zaleplon	Drug	RxNorm	Ingredient	S	74667	1970-01-01	2099-12-31		74667	ENG	633829	633829	74667	RXNORM	IN	74667	zaleplon	N	4096.0
213	1321636	1321636	bosentan	Drug	RxNorm	Ingredient	S	75207	1970-01-01	2099-12-31		75207	ENG	635075	635075	75207	RXNORM	IN	75207	bosentan	N	4096.0
214	722424	722424	interferon beta-1a	Drug	RxNorm	Ingredient	S	75917	1970-01-01	2099-12-31		75917	ENG	12251708	12251708	75917	RXNORM	IN	75917	interferon beta-1a	N	4096.0
215	19043959	19043959	acamprosate	Drug	RxNorm	Ingredient	S	82819	1970-01-01	2099-12-31		82819	ENG	674215	674215	82819	RXNORM	IN	82819	acamprosate	N	4096.0
216	1547504	1547504	rosiglitazone	Drug	RxNorm	Ingredient	S	84108	1970-01-01	2099-12-31		84108	ENG	677752	677752	84108	RXNORM	IN	84108	rosiglitazone	N	4096.0
217	1550023	1550023	insulin lispro	Drug	RxNorm	Ingredient	S	86009	1970-01-01	2099-12-31		86009	ENG	12253422	12253422	86009	RXNORM	IN	86009	insulin lispro	N	4096.0
218	1154077	1154077	rizatriptan	Drug	RxNorm	Ingredient	S	88014	1970-01-01	2099-12-31		88014	ENG	686620	686620	88014	RXNORM	IN	88014	rizatriptan	N	4096.0
219	757688	757688	aripiprazole	Drug	RxNorm	Ingredient	S	89013	1970-01-01	2099-12-31		89013	ENG	688867	688867	89013	RXNORM	IN	89013	aripiprazole	N	4096.0
220	19058343	19058343	phenoxyethanol	Drug	RxNorm	Ingredient	S	89552	1970-01-01	2099-12-31		89552	ENG	12254583	12254583	89552	RXNORM	IN	89552	phenoxyethanol	N	4096.0
221	19136097	19136097	Bifidobacterium Infantis	Drug	RxNorm	Ingredient	S	100213	2008-06-01	2099-12-31		100213	ENG	12776525	12776525	100213	RXNORM	IN	100213	Bifidobacterium infantis	N	4096.0
222	19010886	19010886	zuclopenthixol	Drug	RxNorm	Ingredient	S	114176	1970-01-01	2099-12-31		114176	ENG	12252283	12252283	114176	RXNORM	IN	114176	zuclopenthixol	N	
223	19011034	19011034	citrate	Drug	RxNorm	Ingredient	S	114200	1970-01-01	2099-12-31		114200	ENG	12250606	12250606	114200	RXNORM	IN	114200	citrate	N	
224	19011035	19011035	lactate	Drug	RxNorm	Ingredient	S	114202	1970-01-01	2099-12-31		114202	ENG	12250607	12250607	114202	RXNORM	IN	114202	lactate	N	4096.0
225	913782	913782	tolterodine	Drug	RxNorm	Ingredient	S	119565	1970-01-01	2099-12-31		119565	ENG	838778	838778	119565	RXNORM	IN	119565	tolterodine	N	4096.0
226	1714277	1714277	voriconazole	Drug	RxNorm	Ingredient	S	121243	1970-01-01	2099-12-31		121243	ENG	843386	843386	121243	RXNORM	IN	121243	voriconazole	N	4096.0
227	1515417	1515417	urofollitropin	Drug	RxNorm	Ingredient	S	134404	1970-01-01	2099-12-31		134404	ENG	12251728	12251728	134404	RXNORM	IN	134404	urofollitropin	N	
228	715710	715710	rasagiline	Drug	RxNorm	Ingredient	S	134748	2006-02-26	2099-12-31		134748	ENG	2385966	2385966	134748	RXNORM	IN	134748	rasagiline	N	4096.0
229	1716903	1716903	moxifloxacin	Drug	RxNorm	Ingredient	S	139462	1970-01-01	2099-12-31		139462	ENG	938508	938508	139462	RXNORM	IN	139462	moxifloxacin	N	4096.0
230	1518148	1518148	colesevelam	Drug	RxNorm	Ingredient	S	141626	1970-01-01	2099-12-31		141626	ENG	943047	943047	141626	RXNORM	IN	141626	colesevelam	N	4096.0
231	19016072	19016072	certoparin	Drug	RxNorm	Ingredient	S	152610	1970-01-01	2099-12-31		152610	ENG	1002452	1002452	152610	RXNORM	IN	152610	certoparin	N	
232	1151789	1151789	etanercept	Drug	RxNorm	Ingredient	S	214555	1970-01-01	2099-12-31		214555	ENG	12254038	12254038	214555	RXNORM	IN	214555	etanercept	N	4096.0
233	19056300	19056300	compound benzoin tincture (USP)	Drug	RxNorm	Ingredient	S	215648	1970-01-01	2099-12-31		215648	ENG	2959914	2959914	215648	RXNORM	IN	215648	compound benzoin tincture (USP)	N	4096.0
234	1189754	1189754	rofecoxib	Drug	RxNorm	Ingredient	S	232158	1970-01-01	2099-12-31		232158	ENG	1914922	1914922	232158	RXNORM	IN	232158	rofecoxib	N	
235	990499	990499	sodium phosphate, monobasic	Drug	RxNorm	Ingredient	S	235496	1970-01-01	2099-12-31		235496	ENG	12250621	12250621	235496	RXNORM	IN	235496	sodium phosphate, monobasic	N	4096.0
236	19090802	19090802	calcium lactobionate	Drug	RxNorm	Ingredient	S	235784	1970-01-01	2099-12-31		235784	ENG	1216675	1216675	235784	RXNORM	IN	235784	calcium lactobionate	N	
237	19055492	19055492	Capsicum oleoresin	Drug	RxNorm	Ingredient	S	235787	1970-01-01	2099-12-31		235787	ENG	12251738	12251738	235787	RXNORM	IN	235787	Capsicum oleoresin	N	4096.0
238	1596977	1596977	insulin, regular, human	Drug	RxNorm	Ingredient	S	253182	1970-01-01	2099-12-31		253182	ENG	11794216	11794216	253182	RXNORM	IN	253182	insulin, regular, human	N	4096.0
239	1197736	1197736	mefenamate	Drug	RxNorm	Ingredient	S	257844	2006-05-14	2099-12-31		257844	ENG	12250638	12250638	257844	RXNORM	IN	257844	mefenamate	N	4096.0
240	1398499	1398499	hops extract	Drug	RxNorm	Ingredient	S	259266	1970-01-01	2099-12-31		259266	ENG	12251750	12251750	259266	RXNORM	IN	259266	hops extract	N	4096.0
241	1502826	1502826	nateglinide	Drug	RxNorm	Ingredient	S	274332	1970-01-01	2099-12-31		274332	ENG	1334318	1334318	274332	RXNORM	IN	274332	nateglinide	N	4096.0
242	1502905	1502905	insulin glargine	Drug	RxNorm	Ingredient	S	274783	1970-01-01	2099-12-31		274783	ENG	12251174	12251174	274783	RXNORM	IN	274783	insulin glargine	N	4096.0
243	1103552	1103552	almotriptan	Drug	RxNorm	Ingredient	S	279645	1970-01-01	2099-12-31		279645	ENG	1343986	1343986	279645	RXNORM	IN	279645	almotriptan	N	4096.0
244	1704139	1704139	posaconazole	Drug	RxNorm	Ingredient	S	282446	2006-12-17	2099-12-31		282446	ENG	2601568	2601568	282446	RXNORM	IN	282446	posaconazole	N	4096.0
245	904453	904453	esomeprazole	Drug	RxNorm	Ingredient	S	283742	1970-01-01	2099-12-31		283742	ENG	12251179	12251179	283742	RXNORM	IN	283742	esomeprazole	N	4096.0
246	19007748	19007748	cetrimide	Drug	RxNorm	Ingredient	S	288088	1970-01-01	2099-12-31		288088	ENG	12254630	12254630	288088	RXNORM	IN	288088	cetrimide	N	
247	19008361	19008361	tacalcitol	Drug	RxNorm	Ingredient	S	291204	1970-01-01	2099-12-31		291204	ENG	12254632	12254632	291204	RXNORM	IN	291204	tacalcitol	N	
248	1711246	1711246	entecavir	Drug	RxNorm	Ingredient	S	306266	2005-07-24	2099-12-31		306266	ENG	2180700	2180700	306266	RXNORM	IN	306266	entecavir	N	4096.0
249	1513849	1513849	lente insulin, human	Drug	RxNorm	Ingredient	S	314683	1970-01-01	2099-12-31		314683	ENG	12253492	12253492	314683	RXNORM	IN	314683	lente insulin, human	N	
250	1325363	1325363	erlotinib	Drug	RxNorm	Ingredient	S	337525	2005-07-24	2099-12-31		337525	ENG	2180678	2180678	337525	RXNORM	IN	337525	erlotinib	N	4096.0
251	19026972	19026972	lenalidomide	Drug	RxNorm	Ingredient	S	342369	2006-02-26	2099-12-31		342369	ENG	2381315	2381315	342369	RXNORM	IN	342369	lenalidomide	N	4096.0
252	1727223	1727223	atazanavir	Drug	RxNorm	Ingredient	S	343047	1970-01-01	2099-12-31		343047	ENG	12251767	12251767	343047	RXNORM	IN	343047	atazanavir	N	4096.0
253	1531601	1531601	insulin aspart protamine, human	Drug	RxNorm	Ingredient	S	352385	1970-01-01	2099-12-31		352385	ENG	11794222	11794222	352385	RXNORM	IN	352385	insulin aspart protamine, human	N	4096.0
254	40171288	40171288	tocilizumab	Drug	RxNorm	Ingredient	S	612865	2010-01-31	2099-12-31		612865	ENG	3049973	3049973	612865	RXNORM	IN	612865	tocilizumab	N	4096.0
255	786426	786426	rotigotine	Drug	RxNorm	Ingredient	S	616739	2007-07-29	2099-12-31		616739	ENG	12251778	12251778	616739	RXNORM	IN	616739	rotigotine	N	4096.0
256	986790	986790	azelate	Drug	RxNorm	Ingredient	S	618278	2006-05-14	2099-12-31		618278	ENG	12254087	12254087	618278	RXNORM	IN	618278	azelate	N	4096.0
257	1394023	1394023	nilotinib	Drug	RxNorm	Ingredient	S	662281	2007-12-30	2099-12-31		662281	ENG	2756708	2756708	662281	RXNORM	IN	662281	nilotinib	N	4096.0
258	19005046	19005046	pyridoxine	Drug	RxNorm	Ingredient	S	684879	2007-12-30	2099-12-31		684879	ENG	2760584	2760584	684879	RXNORM	IN	684879	pyridoxine	N	4096.0
259	19015768	19015768	methoxy polyethylene glycol-epoetin beta	Drug	RxNorm	Ingredient	S	729596	2008-01-27	2099-12-31		729596	ENG	12254090	12254090	729596	RXNORM	IN	729596	methoxy polyethylene glycol-epoetin beta	N	4096.0
260	19027958	19027958	fesoterodine	Drug	RxNorm	Ingredient	S	797195	2008-11-09	2099-12-31		797195	ENG	2866698	2866698	797195	RXNORM	IN	797195	fesoterodine	N	4096.0
261	529114	529114	L1 protein, human papillomavirus type 18 vaccine	Drug	RxNorm	Ingredient	S	798266	2008-06-29	2099-12-31		798266	ENG	12254660	12254660	798266	RXNORM	IN	798266	L1 protein, human papillomavirus type 18 vaccine	N	4096.0
262	529411	529411	tetanus toxoid vaccine, inactivated	Drug	RxNorm	Ingredient	S	798306	2008-06-29	2099-12-31		798306	ENG	5026920	5026920	798306	RXNORM	IN	798306	tetanus toxoid vaccine, inactivated	N	4096.0
263	530007	530007	Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine	Drug	RxNorm	Ingredient	S	798444	2008-06-29	2099-12-31		798444	ENG	12254094	12254094	798444	RXNORM	IN	798444	Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine	N	4096.0
264	532274	532274	yellow fever virus strain 17D-204 live antigen	Drug	RxNorm	Ingredient	S	804187	2008-08-31	2099-12-31		804187	ENG	12254095	12254095	804187	RXNORM	IN	804187	yellow fever virus strain 17D-204 live antigen	N	4096.0
265	19032407	19032407	romiplostim	Drug	RxNorm	Ingredient	S	805452	2008-09-28	2099-12-31		805452	ENG	3085080	3085080	805452	RXNORM	IN	805452	romiplostim	N	4096.0
266	19047598	19047598	Japanese encephalitis virus vaccine, inactivated	Drug	RxNorm	Ingredient	S	845525	2009-05-03	2099-12-31		845525	ENG	2963098	2963098	845525	RXNORM	IN	845525	Japanese encephalitis virus vaccine, inactivated	N	4096.0
267	19048037	19048037	lumefantrine	Drug	RxNorm	Ingredient	S	847728	2009-05-03	2099-12-31		847728	ENG	2966904	2966904	847728	RXNORM	IN	847728	lumefantrine	N	4096.0
268	40170680	40170680	dalfampridine	Drug	RxNorm	Ingredient	S	897018	2010-01-31	2099-12-31		897018	ENG	3052450	3052450	897018	RXNORM	IN	897018	dalfampridine	N	4096.0
269	40230761	40230761	lurasidone	Drug	RxNorm	Ingredient	S	1040028	2010-12-05	2099-12-31		1040028	ENG	3506431	3506431	1040028	RXNORM	IN	1040028	lurasidone	N	4096.0
270	40239216	40239216	linagliptin	Drug	RxNorm	Ingredient	S	1100699	2011-06-05	2099-12-31		1100699	ENG	12252954	12252954	1100699	RXNORM	IN	1100699	linagliptin	N	4096.0
271	40241153	40241153	tolu balsam	Drug	RxNorm	Ingredient	S	1116238	2011-07-31	2099-12-31		1116238	ENG	12250672	12250672	1116238	RXNORM	IN	1116238	tolu balsam	N	
272	42709318	42709318	tocopherol	Drug	RxNorm	Ingredient	S	1236136	2012-05-07	2099-12-31		1236136	ENG	12250673	12250673	1236136	RXNORM	IN	1236136	tocopherol	N	4096.0
273	42709325	42709325	tafluprost	Drug	RxNorm	Ingredient	S	1244607	2012-05-07	2099-12-31		1244607	ENG	4247488	4247488	1244607	RXNORM	IN	1244607	tafluprost	N	4096.0
274	42800417	42800417	ammonia	Drug	RxNorm	Ingredient	S	1299884	2012-07-02	2099-12-31		1299884	ENG	12250674	12250674	1299884	RXNORM	IN	1299884	ammonia	N	4096.0
275	42900250	42900250	enzalutamide	Drug	RxNorm	Ingredient	S	1307298	2012-10-01	2099-12-31		1307298	ENG	4654766	4654766	1307298	RXNORM	IN	1307298	enzalutamide	N	4096.0
276	42900448	42900448	olive oil	Drug	RxNorm	Ingredient	S	1309250	2012-10-01	2099-12-31		1309250	ENG	4658340	4658340	1309250	RXNORM	IN	1309250	olive oil	N	4096.0
277	42899916	42899916	Piscidia piscipula root bark extract	Drug	RxNorm	Ingredient	S	1309296	2012-10-01	2099-12-31		1309296	ENG	4658369	4658369	1309296	RXNORM	IN	1309296	Piscidia piscipula root bark extract	N	4096.0
278	42899937	42899937	polyethylene glycol 4000	Drug	RxNorm	Ingredient	S	1310594	2012-10-01	2099-12-31		1310594	ENG	7692638	7692638	1310594	RXNORM	IN	1310594	polyethylene glycol 4000	N	4096.0
279	42899908	42899908	Pulsatilla patens extract	Drug	RxNorm	Ingredient	S	1311154	2012-10-01	2099-12-31		1311154	ENG	4661297	4661297	1311154	RXNORM	IN	1311154	Pulsatilla patens extract	N	
280	42900435	42900435	pentane	Drug	RxNorm	Ingredient	S	1311563	2012-10-01	2099-12-31		1311563	ENG	4661853	4661853	1311563	RXNORM	IN	1311563	pentane	N	
281	42903504	42903504	polyethylene glycol 3500	Drug	RxNorm	Ingredient	S	1312707	2012-12-03	2099-12-31		1312707	ENG	4663580	4663580	1312707	RXNORM	IN	1312707	polyethylene glycol 3500	N	4096.0
282	42904019	42904019	Iris versicolor root extract	Drug	RxNorm	Ingredient	S	1333213	2012-12-03	2099-12-31		1333213	ENG	5026776	5026776	1333213	RXNORM	IN	1333213	Iris versicolor root extract	N	
283	42904205	42904205	tofacitinib	Drug	RxNorm	Ingredient	S	1357536	2012-12-03	2099-12-31		1357536	ENG	5030282	5030282	1357536	RXNORM	IN	1357536	tofacitinib	N	4096.0
284	43012252	43012252	carbomer-940	Drug	RxNorm	Ingredient	S	1362909	2013-01-07	2099-12-31		1362909	ENG	12254214	12254214	1362909	RXNORM	IN	1362909	carbomer-940	N	
